adjective,severity,category,gender,number,person_relevance
vengativo,high,moral,neutro,singular,alta
vengativa,high,moral,femenino,singular,alta
vengativos,high,moral,masculino,plural,alta
vengativas,high,moral,femenino,plural,alta
malévolo,high,moral,neutro,singular,alta
malévolа,high,moral,femenino,singular,alta
malévolos,high,moral,masculino,plural,alta
malévolаs,high,moral,femenino,plural,alta
maligno,high,moral,neutro,singular,alta
maligna,high,moral,femenino,singular,alta
malignos,high,moral,masculino,plural,alta
malignas,high,moral,femenino,plural,alta
pernicioso,high,moral,neutro,singular,alta
perniciosa,high,moral,femenino,singular,alta
perniciosos,high,moral,masculino,plural,alta
perniciosas,high,moral,femenino,plural,alta
nocivo,high,moral,neutro,singular,alta
nociva,high,moral,femenino,singular,alta
nocivos,high,moral,masculino,plural,alta
nocivas,high,moral,femenino,plural,alta
dañino,high,moral,neutro,singular,alta
dañina,high,moral,femenino,singular,alta
dañinos,high,moral,masculino,plural,alta
dañinas,high,moral,femenino,plural,alta
perjudicial,high,moral,neutro,singular,alta
perjudicials,high,moral,masculino,plural,alta
tóxico,high,moral,neutro,singular,alta
tóxica,high,moral,femenino,singular,alta
tóxicos,high,moral,masculino,plural,alta
tóxicas,high,moral,femenino,plural,alta
venenoso,high,moral,neutro,singular,alta
venenosa,high,moral,femenino,singular,alta
venenosos,high,moral,masculino,plural,alta
venenosas,high,moral,femenino,plural,alta
letal,high,moral,neutro,singular,alta
letals,high,moral,masculino,plural,alta
mortal,high,moral,neutro,singular,alta
mortals,high,moral,masculino,plural,alta
mortífero,high,moral,neutro,singular,alta
mortífera,high,moral,femenino,singular,alta
mortíferos,high,moral,masculino,plural,alta
mortíferas,high,moral,femenino,plural,alta
nefando,high,moral,neutro,singular,alta
nefanda,high,moral,femenino,singular,alta
nefandos,high,moral,masculino,plural,alta
nefandas,high,moral,femenino,plural,alta
funesto,high,moral,neutro,singular,alta
funesta,high,moral,femenino,singular,alta
funestos,high,moral,masculino,plural,alta
funestas,high,moral,femenino,plural,alta
maléfico,high,moral,neutro,singular,alta
malépica,high,moral,femenino,singular,alta
maléficos,high,moral,masculino,plural,alta
malépicas,high,moral,femenino,plural,alta
aciago,high,moral,neutro,singular,alta
aciaga,high,moral,femenino,singular,alta
aciagos,high,moral,masculino,plural,alta
aciagas,high,moral,femenino,plural,alta
siniestro,high,moral,neutro,singular,alta
siniestra,high,moral,femenino,singular,alta
siniestros,high,moral,masculino,plural,alta
siniestras,high,moral,femenino,plural,alta
ominoso,high,moral,neutro,singular,alta
ominosa,high,moral,femenino,singular,alta
ominosos,high,moral,masculino,plural,alta
ominosas,high,moral,femenino,plural,alta
presago,high,moral,neutro,singular,alta
presaga,high,moral,femenino,singular,alta
presagos,high,moral,masculino,plural,alta
presagas,high,moral,femenino,plural,alta
asqueroso,high,moral,neutro,singular,alta
asquerosa,high,moral,femenino,singular,alta
asquerosos,high,moral,masculino,plural,alta
asquerosas,high,moral,femenino,plural,alta
repugnante,high,moral,neutro,singular,alta
repugnantes,high,moral,masculino,plural,alta
nauseabundo,high,moral,neutro,singular,alta
nauseabunda,high,moral,femenino,singular,alta
nauseabundos,high,moral,masculino,plural,alta
nauseabundas,high,moral,femenino,plural,alta
pestilente,high,moral,neutro,singular,alta
pestilentes,high,moral,masculino,plural,alta
fétido,high,moral,neutro,singular,alta
fétida,high,moral,femenino,singular,alta
fétidos,high,moral,masculino,plural,alta
fétidas,high,moral,femenino,plural,alta
maloliente,high,moral,neutro,singular,alta
malolientes,high,moral,masculino,plural,alta
apestoso,high,moral,neutro,singular,alta
apestosa,high,moral,femenino,singular,alta
apestosos,high,moral,masculino,plural,alta
apestosas,high,moral,femenino,plural,alta
hediondo,high,moral,neutro,singular,alta
hedionda,high,moral,femenino,singular,alta
hediondos,high,moral,masculino,plural,alta
hediondas,high,moral,femenino,plural,alta
putrefacto,high,moral,neutro,singular,alta
putrefacta,high,moral,femenino,singular,alta
putrefactos,high,moral,masculino,plural,alta
putrefactas,high,moral,femenino,plural,alta
podrido,high,moral,neutro,singular,alta
podrida,high,moral,femenino,singular,alta
podridos,high,moral,masculino,plural,alta
podridas,high,moral,femenino,plural,alta
descompuesto,high,moral,neutro,singular,alta
descompuesta,high,moral,femenino,singular,alta
descompuestos,high,moral,masculino,plural,alta
descompuestas,high,moral,femenino,plural,alta
corrompido,high,moral,neutro,singular,alta
corrompida,high,moral,femenino,singular,alta
corrompidos,high,moral,masculino,plural,alta
corrompidas,high,moral,femenino,plural,alta
pútrido,high,moral,neutro,singular,alta
pútrida,high,moral,femenino,singular,alta
pútridos,high,moral,masculino,plural,alta
pútridas,high,moral,femenino,plural,alta
gangrenoso,high,moral,neutro,singular,alta
gangrenosa,high,moral,femenino,singular,alta
gangrenosos,high,moral,masculino,plural,alta
gangrenosas,high,moral,femenino,plural,alta
pestífero,high,moral,neutro,singular,alta
pestífera,high,moral,femenino,singular,alta
pestíferos,high,moral,masculino,plural,alta
pestíferas,high,moral,femenino,plural,alta
miasmático,high,moral,neutro,singular,alta
miasmática,high,moral,femenino,singular,alta
miasmáticos,high,moral,masculino,plural,alta
miasmáticas,high,moral,femenino,plural,alta
insalubre,high,moral,neutro,singular,alta
insalubres,high,moral,masculino,plural,alta
antihigiénico,high,moral,neutro,singular,alta
antihigiénica,high,moral,femenino,singular,alta
antihigiénicos,high,moral,masculino,plural,alta
antihigiénicas,high,moral,femenino,plural,alta
contaminado,high,moral,neutro,singular,alta
contaminada,high,moral,femenino,singular,alta
contaminados,high,moral,masculino,plural,alta
contaminadas,high,moral,femenino,plural,alta
infectado,high,moral,neutro,singular,alta
infectada,high,moral,femenino,singular,alta
infectados,high,moral,masculino,plural,alta
infectadas,high,moral,femenino,plural,alta
enfermizo,high,moral,neutro,singular,alta
enfermiza,high,moral,femenino,singular,alta
enfermizos,high,moral,masculino,plural,alta
enfermizas,high,moral,femenino,plural,alta
llagado,high,moral,neutro,singular,alta
llagada,high,moral,femenino,singular,alta
llagados,high,moral,masculino,plural,alta
llagadas,high,moral,femenino,plural,alta
ulceroso,high,moral,neutro,singular,alta
ulcerosa,high,moral,femenino,singular,alta
ulcerosos,high,moral,masculino,plural,alta
ulcerosas,high,moral,femenino,plural,alta
canceroso,high,moral,neutro,singular,alta
cancerosa,high,moral,femenino,singular,alta
cancerosos,high,moral,masculino,plural,alta
cancerosas,high,moral,femenino,plural,alta
abscesado,high,moral,neutro,singular,alta
abscesada,high,moral,femenino,singular,alta
abscesados,high,moral,masculino,plural,alta
abscesadas,high,moral,femenino,plural,alta
supurante,high,moral,neutro,singular,alta
supurantes,high,moral,masculino,plural,alta
purulento,high,moral,neutro,singular,alta
purulenta,high,moral,femenino,singular,alta
purulentos,high,moral,masculino,plural,alta
purulentas,high,moral,femenino,plural,alta
hemorrágico,high,moral,neutro,singular,alta
hemorrágica,high,moral,femenino,singular,alta
hemorrágicos,high,moral,masculino,plural,alta
hemorrágicas,high,moral,femenino,plural,alta
inflamado,high,moral,neutro,singular,alta
inflamada,high,moral,femenino,singular,alta
inflamados,high,moral,masculino,plural,alta
inflamadas,high,moral,femenino,plural,alta
hinchado,high,moral,neutro,singular,alta
hinchada,high,moral,femenino,singular,alta
hinchados,high,moral,masculino,plural,alta
hinchadas,high,moral,femenino,plural,alta
tumefacto,high,moral,neutro,singular,alta
tumefacta,high,moral,femenino,singular,alta
tumefactos,high,moral,masculino,plural,alta
tumefactas,high,moral,femenino,plural,alta
desfigurado,high,moral,neutro,singular,alta
desfigurada,high,moral,femenino,singular,alta
desfigurados,high,moral,masculino,plural,alta
desfiguradas,high,moral,femenino,plural,alta
grotesco,high,moral,neutro,singular,alta
grotesca,high,moral,femenino,singular,alta
grotescos,high,moral,masculino,plural,alta
grotescas,high,moral,femenino,plural,alta
horripilante,high,moral,neutro,singular,alta
horripilantes,high,moral,masculino,plural,alta
espeluznante,high,moral,neutro,singular,alta
espeluznantes,high,moral,masculino,plural,alta
macabro,high,moral,neutro,singular,alta
macabra,high,moral,femenino,singular,alta
macabros,high,moral,masculino,plural,alta
macabras,high,moral,femenino,plural,alta
tétrico,high,moral,neutro,singular,alta
tétrica,high,moral,femenino,singular,alta
tétricos,high,moral,masculino,plural,alta
tétricas,high,moral,femenino,plural,alta
lúgubre,high,moral,neutro,singular,alta
lúgubres,high,moral,masculino,plural,alta
sombrío,high,moral,neutro,singular,alta
sombría,high,moral,femenino,singular,alta
sombríos,high,moral,masculino,plural,alta
sombrías,high,moral,femenino,plural,alta
oscuro,high,moral,neutro,singular,alta
oscura,high,moral,femenino,singular,alta
oscuros,high,moral,masculino,plural,alta
oscuras,high,moral,femenino,plural,alta
tenebroso,high,moral,neutro,singular,alta
tenebrosa,high,moral,femenino,singular,alta
tenebrosos,high,moral,masculino,plural,alta
tenebrosas,high,moral,femenino,plural,alta
infernal,high,moral,neutro,singular,alta
infernals,high,moral,masculino,plural,alta
dantesco,high,moral,neutro,singular,alta
dantesca,high,moral,femenino,singular,alta
dantescos,high,moral,masculino,plural,alta
dantescas,high,moral,femenino,plural,alta
apocalíptico,high,moral,neutro,singular,alta
apocalíptica,high,moral,femenino,singular,alta
apocalípticos,high,moral,masculino,plural,alta
apocalípticas,high,moral,femenino,plural,alta
caótico,high,moral,neutro,singular,alta
caótica,high,moral,femenino,singular,alta
caóticos,high,moral,masculino,plural,alta
caóticas,high,moral,femenino,plural,alta
desordenado,high,moral,neutro,singular,alta
desordenada,high,moral,femenino,singular,alta
desordenados,high,moral,masculino,plural,alta
desordenadas,high,moral,femenino,plural,alta
patas arriba,high,moral,neutro,singular,alta
patas arribas,high,moral,masculino,plural,alta
hecho un asco,high,moral,neutro,singular,alta
hecho un ascos,high,moral,masculino,plural,alta
ignorante,high,moral,neutro,singular,alta
ignorantes,high,moral,masculino,plural,alta
analfabeto,high,moral,neutro,singular,alta
analfabeta,high,moral,femenino,singular,alta
analfabetos,high,moral,masculino,plural,alta
analfabetas,high,moral,femenino,plural,alta
inculto,high,moral,neutro,singular,alta
inculta,high,moral,femenino,singular,alta
incultos,high,moral,masculino,plural,alta
incultas,high,moral,femenino,plural,alta
iletrado,high,moral,neutro,singular,alta
iletrada,high,moral,femenino,singular,alta
iletrados,high,moral,masculino,plural,alta
iletradas,high,moral,femenino,plural,alta
indocto,high,moral,neutro,singular,alta
indocta,high,moral,femenino,singular,alta
indoctos,high,moral,masculino,plural,alta
indoctas,high,moral,femenino,plural,alta
sin instrucción,high,moral,neutro,singular,alta
sin instruccións,high,moral,masculino,plural,alta
obtuso,high,moral,neutro,singular,alta
obtusa,high,moral,femenino,singular,alta
obtusos,high,moral,masculino,plural,alta
obtusas,high,moral,femenino,plural,alta
cerrado,high,moral,neutro,singular,alta
cerrada,high,moral,femenino,singular,alta
cerrados,high,moral,masculino,plural,alta
cerradas,high,moral,femenino,plural,alta
de mollera blanda,high,moral,neutro,singular,alta
de mollera blandas,high,moral,masculino,plural,alta
de alcornoque,high,moral,neutro,singular,alta
de alcornoques,high,moral,masculino,plural,alta
de cortos alcances,high,moral,neutro,singular,alta
de cortos alcancess,high,moral,masculino,plural,alta
limitado,high,moral,neutro,singular,alta
limitada,high,moral,femenino,singular,alta
limitados,high,moral,masculino,plural,alta
limitadas,high,moral,femenino,plural,alta
restringido,high,moral,neutro,singular,alta
restringida,high,moral,femenino,singular,alta
restringidos,high,moral,masculino,plural,alta
restringidas,high,moral,femenino,plural,alta
circunscrito,high,moral,neutro,singular,alta
circunscrita,high,moral,femenino,singular,alta
circunscritos,high,moral,masculino,plural,alta
circunscritas,high,moral,femenino,plural,alta
acotado,high,moral,neutro,singular,alta
acotada,high,moral,femenino,singular,alta
acotados,high,moral,masculino,plural,alta
acotadas,high,moral,femenino,plural,alta
estrecho de miras,high,moral,neutro,singular,alta
estrecho de mirass,high,moral,masculino,plural,alta
de visión corta,high,moral,neutro,singular,alta
de visión cortas,high,moral,masculino,plural,alta
miope,high,moral,neutro,singular,alta
miopes,high,moral,masculino,plural,alta
ciego,high,moral,neutro,singular,alta
ciega,high,moral,femenino,singular,alta
ciegos,high,moral,masculino,plural,alta
ciegas,high,moral,femenino,plural,alta
sordo,high,moral,neutro,singular,alta
sorda,high,moral,femenino,singular,alta
sordos,high,moral,masculino,plural,alta
sordas,high,moral,femenino,plural,alta
insensible,high,moral,neutro,singular,alta
insensibles,high,moral,masculino,plural,alta
imperceptivo,high,moral,neutro,singular,alta
imperceptiva,high,moral,femenino,singular,alta
imperceptivos,high,moral,masculino,plural,alta
imperceptivas,high,moral,femenino,plural,alta
desatento,high,moral,neutro,singular,alta
desatenta,high,moral,femenino,singular,alta
desatentos,high,moral,masculino,plural,alta
desatentas,high,moral,femenino,plural,alta
distraído,high,moral,neutro,singular,alta
distraída,high,moral,femenino,singular,alta
distraídos,high,moral,masculino,plural,alta
distraídas,high,moral,femenino,plural,alta
despreocupado,high,moral,neutro,singular,alta
despreocupada,high,moral,femenino,singular,alta
despreocupados,high,moral,masculino,plural,alta
despreocupadas,high,moral,femenino,plural,alta
negligente,high,moral,neutro,singular,alta
negligentes,high,moral,masculino,plural,alta
remiso,high,moral,neutro,singular,alta
remisa,high,moral,femenino,singular,alta
remisos,high,moral,masculino,plural,alta
remisas,high,moral,femenino,plural,alta
perezoso,high,moral,neutro,singular,alta
perezosa,high,moral,femenino,singular,alta
perezosos,high,moral,masculino,plural,alta
perezosas,high,moral,femenino,plural,alta
holgazán,high,moral,neutro,singular,alta
holgazana,high,moral,femenino,singular,alta
holgazáns,high,moral,masculino,plural,alta
holgazanas,high,moral,femenino,plural,alta
ocioso,high,moral,neutro,singular,alta
ociosa,high,moral,femenino,singular,alta
ociosos,high,moral,masculino,plural,alta
ociosas,high,moral,femenino,plural,alta
haragán,high,moral,neutro,singular,alta
haragana,high,moral,femenino,singular,alta
haragáns,high,moral,masculino,plural,alta
haraganas,high,moral,femenino,plural,alta
vago,high,moral,neutro,singular,alta
vaga,high,moral,femenino,singular,alta
vagos,high,moral,masculino,plural,alta
vagas,high,moral,femenino,plural,alta
gandul,high,moral,neutro,singular,alta
gandula,high,moral,femenino,singular,alta
ganduls,high,moral,masculino,plural,alta
gandulas,high,moral,femenino,plural,alta
tarambana,high,moral,neutro,singular,alta
tarambanas,high,moral,masculino,plural,alta
descerebrado,high,moral,neutro,singular,alta
descerebrada,high,moral,femenino,singular,alta
descerebrados,high,moral,masculino,plural,alta
descerebradas,high,moral,femenino,plural,alta
sin sesos,high,moral,neutro,singular,alta
sin sesoss,high,moral,masculino,plural,alta
destornillado,high,moral,neutro,singular,alta
destornillada,high,moral,femenino,singular,alta
destornillados,high,moral,masculino,plural,alta
destornilladas,high,moral,femenino,plural,alta
destartalado,high,moral,neutro,singular,alta
destartalada,high,moral,femenino,singular,alta
destartalados,high,moral,masculino,plural,alta
destartaladas,high,moral,femenino,plural,alta
desgarrado,high,moral,neutro,singular,alta
desgarrada,high,moral,femenino,singular,alta
desgarrados,high,moral,masculino,plural,alta
desgarradas,high,moral,femenino,plural,alta
irascible,high,moral,neutro,singular,alta
irascibles,high,moral,masculino,plural,alta
colérico,high,moral,neutro,singular,media
colérica,high,moral,femenino,singular,media
coléricos,high,moral,masculino,plural,media
coléricas,high,moral,femenino,plural,media
iracundo,high,moral,neutro,singular,media
iracunda,high,moral,femenino,singular,media
iracundos,high,moral,masculino,plural,media
iracundas,high,moral,femenino,plural,media
furioso,high,moral,neutro,singular,alta
furiosa,high,moral,femenino,singular,alta
furiosos,high,moral,masculino,plural,alta
furiosas,high,moral,femenino,plural,alta
rabioso,high,moral,neutro,singular,alta
rabiosa,high,moral,femenino,singular,alta
rabiosos,high,moral,masculino,plural,alta
rabiosas,high,moral,femenino,plural,alta
furibundo,high,moral,neutro,singular,alta
furibunda,high,moral,femenino,singular,alta
furibundos,high,moral,masculino,plural,alta
furibundas,high,moral,femenino,plural,alta
exaltado,high,moral,neutro,singular,alta
exaltada,high,moral,femenino,singular,alta
exaltados,high,moral,masculino,plural,alta
exaltadas,high,moral,femenino,plural,alta
arrebatado,high,moral,neutro,singular,alta
arrebatada,high,moral,femenino,singular,alta
arrebatados,high,moral,masculino,plural,alta
arrebatadas,high,moral,femenino,plural,alta
impetuoso,high,moral,neutro,singular,alta
impetuosa,high,moral,femenino,singular,alta
impetuosos,high,moral,masculino,plural,alta
impetuosas,high,moral,femenino,plural,alta
violento,high,moral,neutro,singular,alta
violenta,high,moral,femenino,singular,alta
violentos,high,moral,masculino,plural,alta
violentas,high,moral,femenino,plural,alta
brutal,high,moral,neutro,singular,alta
brutals,high,moral,masculino,plural,alta
salvaje,high,moral,neutro,singular,alta
salvajes,high,moral,masculino,plural,alta
feroz,high,moral,neutro,singular,alta
ferozs,high,moral,masculino,plural,alta
fiero,high,moral,neutro,singular,alta
fiera,high,moral,femenino,singular,alta
fieros,high,moral,masculino,plural,alta
fieras,high,moral,femenino,plural,alta
despiadado,high,moral,neutro,singular,alta
despiadada,high,moral,femenino,singular,alta
despiadados,high,moral,masculino,plural,alta
despiadadas,high,moral,femenino,plural,alta
implacable,high,moral,neutro,singular,alta
implacables,high,moral,masculino,plural,alta
inexorable,high,moral,neutro,singular,alta
inexorables,high,moral,masculino,plural,alta
inclemente,high,moral,neutro,singular,alta
inclementes,high,moral,masculino,plural,alta
inclemente,high,moral,neutro,singular,alta
inclementes,high,moral,masculino,plural,alta
severo,high,moral,neutro,singular,alta
severa,high,moral,femenino,singular,alta
severos,high,moral,masculino,plural,alta
severas,high,moral,femenino,plural,alta
riguroso,high,moral,neutro,singular,alta
rigurosa,high,moral,femenino,singular,alta
rigurosos,high,moral,masculino,plural,alta
rigurosas,high,moral,femenino,plural,alta
duro,high,moral,neutro,singular,alta
dura,high,moral,femenino,singular,alta
duros,high,moral,masculino,plural,alta
duras,high,moral,femenino,plural,alta
áspero,high,moral,neutro,singular,alta
áspera,high,moral,femenino,singular,alta
ásperos,high,moral,masculino,plural,alta
ásperas,high,moral,femenino,plural,alta
áspero,high,moral,neutro,singular,alta
áspera,high,moral,femenino,singular,alta
ásperos,high,moral,masculino,plural,alta
ásperas,high,moral,femenino,plural,alta
hostil,high,moral,neutro,singular,alta
hostils,high,moral,masculino,plural,alta
belicoso,high,moral,neutro,singular,alta
belicosa,high,moral,femenino,singular,alta
belicosos,high,moral,masculino,plural,alta
belicosas,high,moral,femenino,plural,alta
combativo,high,moral,neutro,singular,alta
combativa,high,moral,femenino,singular,alta
combativos,high,moral,masculino,plural,alta
combativas,high,moral,femenino,plural,alta
contencioso,high,moral,neutro,singular,alta
contenciosa,high,moral,femenino,singular,alta
contenciosos,high,moral,masculino,plural,alta
contenciosas,high,moral,femenino,plural,alta
litigioso,high,moral,neutro,singular,alta
litigiosa,high,moral,femenino,singular,alta
litigiosos,high,moral,masculino,plural,alta
litigiosas,high,moral,femenino,plural,alta
polémico,high,moral,neutro,singular,alta
polémica,high,moral,femenino,singular,alta
polémicos,high,moral,masculino,plural,alta
polémicas,high,moral,femenino,plural,alta
controvertido,high,moral,neutro,singular,alta
controvertida,high,moral,femenino,singular,alta
controvertidos,high,moral,masculino,plural,alta
controvertidas,high,moral,femenino,plural,alta
cuestionable,high,moral,neutro,singular,alta
cuestionables,high,moral,masculino,plural,alta
dudoso,high,moral,neutro,singular,alta
dudosa,high,moral,femenino,singular,alta
dudosos,high,moral,masculino,plural,alta
dudosas,high,moral,femenino,plural,alta
sospechoso,high,moral,neutro,singular,alta
sospechosa,high,moral,femenino,singular,alta
sospechosos,high,moral,masculino,plural,alta
sospechosas,high,moral,femenino,plural,alta
malafé,high,moral,neutro,singular,alta
malafés,high,moral,masculino,plural,alta
doloso,high,moral,neutro,singular,alta
dolosa,high,moral,femenino,singular,alta
dolosos,high,moral,masculino,plural,alta
dolosas,high,moral,femenino,plural,alta
malintencionado,high,moral,neutro,singular,alta
malintencionada,high,moral,femenino,singular,alta
malintencionados,high,moral,masculino,plural,alta
malintencionadas,high,moral,femenino,plural,alta
malicioso,high,moral,neutro,singular,alta
maliciosa,high,moral,femenino,singular,alta
maliciosos,high,moral,masculino,plural,alta
maliciosas,high,moral,femenino,plural,alta
perverso,high,moral,neutro,singular,alta
perversa,high,moral,femenino,singular,alta
perversos,high,moral,masculino,plural,alta
perversas,high,moral,femenino,plural,alta
depravado,high,moral,neutro,singular,alta
depravada,high,moral,femenino,singular,alta
depravados,high,moral,masculino,plural,alta
depravadas,high,moral,femenino,plural,alta
licencioso,high,moral,neutro,singular,alta
licenciosa,high,moral,femenino,singular,alta
licenciosos,high,moral,masculino,plural,alta
licenciosas,high,moral,femenino,plural,alta
desenfrenado,high,moral,neutro,singular,alta
desenfrenada,high,moral,femenino,singular,alta
desenfrenados,high,moral,masculino,plural,alta
desenfrenadas,high,moral,femenino,plural,alta
descontrolado,high,moral,neutro,singular,alta
descontrolada,high,moral,femenino,singular,alta
descontrolados,high,moral,masculino,plural,alta
descontroladas,high,moral,femenino,plural,alta
intemperante,high,moral,neutro,singular,alta
intemperantes,high,moral,masculino,plural,alta
excesivo,high,moral,neutro,singular,alta
excesiva,high,moral,femenino,singular,alta
excesivos,high,moral,masculino,plural,alta
excesivas,high,moral,femenino,plural,alta
desmedido,high,moral,neutro,singular,alta
desmedida,high,moral,femenino,singular,alta
desmedidos,high,moral,masculino,plural,alta
desmedidas,high,moral,femenino,plural,alta
desproporcionado,high,moral,neutro,singular,alta
desproporcionada,high,moral,femenino,singular,alta
desproporcionados,high,moral,masculino,plural,alta
desproporcionadas,high,moral,femenino,plural,alta
exagerado,high,moral,neutro,singular,alta
exagerada,high,moral,femenino,singular,alta
exagerados,high,moral,masculino,plural,alta
exageradas,high,moral,femenino,plural,alta
histriónical,high,moral,neutro,singular,alta
histriónicals,high,moral,masculino,plural,alta
dramático,high,moral,neutro,singular,alta
dramática,high,moral,femenino,singular,alta
dramáticos,high,moral,masculino,plural,alta
dramáticas,high,moral,femenino,plural,alta
teatral,high,moral,neutro,singular,alta
teatrals,high,moral,masculino,plural,alta
artificioso,high,moral,neutro,singular,alta
artificiosa,high,moral,femenino,singular,alta
artificiosos,high,moral,masculino,plural,alta
artificiosas,high,moral,femenino,plural,alta
afectado,high,moral,neutro,singular,alta
afectada,high,moral,femenino,singular,alta
afectados,high,moral,masculino,plural,alta
afectadas,high,moral,femenino,plural,alta
fingido,high,moral,neutro,singular,alta
fingida,high,moral,femenino,singular,alta
fingidos,high,moral,masculino,plural,alta
fingidas,high,moral,femenino,plural,alta
postizo,high,moral,neutro,singular,alta
postiza,high,moral,femenino,singular,alta
postizos,high,moral,masculino,plural,alta
postizas,high,moral,femenino,plural,alta
falso,high,moral,neutro,singular,media
falsa,high,moral,femenino,singular,media
falsos,high,moral,masculino,plural,media
falsas,high,moral,femenino,plural,media
ficticio,high,moral,neutro,singular,alta
ficticia,high,moral,femenino,singular,alta
ficticios,high,moral,masculino,plural,alta
ficticias,high,moral,femenino,plural,alta
imaginario,high,moral,neutro,singular,alta
imaginaria,high,moral,femenino,singular,alta
imaginarios,high,moral,masculino,plural,alta
imaginarias,high,moral,femenino,plural,alta
fantástico,high,moral,neutro,singular,alta
fantástica,high,moral,femenino,singular,alta
fantásticos,high,moral,masculino,plural,alta
fantásticas,high,moral,femenino,plural,alta
quimérico,high,moral,neutro,singular,alta
quimérica,high,moral,femenino,singular,alta
quiméricos,high,moral,masculino,plural,alta
quiméricas,high,moral,femenino,plural,alta
utópico,high,moral,neutro,singular,alta
utópica,high,moral,femenino,singular,alta
utópicos,high,moral,masculino,plural,alta
utópicas,high,moral,femenino,plural,alta
imposible,high,moral,neutro,singular,alta
imposibles,high,moral,masculino,plural,alta
impracticable,high,moral,neutro,singular,alta
impracticables,high,moral,masculino,plural,alta
inviable,high,moral,neutro,singular,alta
inviables,high,moral,masculino,plural,alta
irrealizable,high,moral,neutro,singular,alta
irrealizables,high,moral,masculino,plural,alta
inalcanzable,high,moral,neutro,singular,alta
inalcanzables,high,moral,masculino,plural,alta
avaricioso,high,moral,neutro,singular,alta
avariciosa,high,moral,femenino,singular,alta
avariciosos,high,moral,masculino,plural,alta
avariciosas,high,moral,femenino,plural,alta
codicioso,high,moral,neutro,singular,media
codiciosa,high,moral,femenino,singular,media
codiciosos,high,moral,masculino,plural,media
codiciosas,high,moral,femenino,plural,media
avaro,high,moral,neutro,singular,media
avara,high,moral,femenino,singular,media
avaros,high,moral,masculino,plural,media
avaras,high,moral,femenino,plural,media
tacaño,high,moral,neutro,singular,media
tacaña,high,moral,femenino,singular,media
tacaños,high,moral,masculino,plural,media
tacañas,high,moral,femenino,plural,media
roñoso,high,moral,neutro,singular,alta
roñosa,high,moral,femenino,singular,alta
roñosos,high,moral,masculino,plural,alta
roñosas,high,moral,femenino,plural,alta
agarrado,high,moral,neutro,singular,alta
agarrada,high,moral,femenino,singular,alta
agarrados,high,moral,masculino,plural,alta
agarradas,high,moral,femenino,plural,alta
apretado,high,moral,neutro,singular,alta
apretada,high,moral,femenino,singular,alta
apretados,high,moral,masculino,plural,alta
apretadas,high,moral,femenino,plural,alta
cicatero,high,moral,neutro,singular,alta
cicatera,high,moral,femenino,singular,alta
cicateros,high,moral,masculino,plural,alta
cicateras,high,moral,femenino,plural,alta
miserable,high,moral,neutro,singular,alta
miserables,high,moral,masculino,plural,alta
pobre de espíritu,high,moral,neutro,singular,alta
pobre de espíritus,high,moral,masculino,plural,alta
magnánimo invertido,high,moral,neutro,singular,alta
magnánimo invertidos,high,moral,masculino,plural,alta
egoísta,high,moral,neutro,singular,alta
egoístas,high,moral,masculino,plural,alta
egotista,high,moral,neutro,singular,alta
egotistas,high,moral,masculino,plural,alta
centrado,high,moral,neutro,singular,alta
centrados,high,moral,masculino,plural,alta
autocomplaciente,high,moral,neutro,singular,alta
autocomplacientes,high,moral,masculino,plural,alta
autosatisfecho,high,moral,neutro,singular,alta
autosatisfecha,high,moral,femenino,singular,alta
autosatisfechos,high,moral,masculino,plural,alta
autosatisfechas,high,moral,femenino,plural,alta
presuntuoso,high,moral,neutro,singular,baja
presuntuosa,high,moral,femenino,singular,baja
presuntuosos,high,moral,masculino,plural,baja
presuntuosas,high,moral,femenino,plural,baja
vanidoso,high,moral,neutro,singular,alta
vanidosa,high,moral,femenino,singular,alta
vanidosos,high,moral,masculino,plural,alta
vanidosas,high,moral,femenino,plural,alta
jactancioso,high,moral,neutro,singular,alta
jactanciosa,high,moral,femenino,singular,alta
jactanciosos,high,moral,masculino,plural,alta
jactanciosas,high,moral,femenino,plural,alta
fanfarrón,high,moral,neutro,singular,alta
fanfarrona,high,moral,femenino,singular,alta
fanfarróns,high,moral,masculino,plural,alta
fanfarronas,high,moral,femenino,plural,alta
charlatan,high,moral,neutro,singular,alta
charlatans,high,moral,masculino,plural,alta
matarife,high,moral,neutro,singular,alta
matarifes,high,moral,masculino,plural,alta
matachín,high,moral,neutro,singular,alta
matachíns,high,moral,masculino,plural,alta
malhechor,high,moral,neutro,singular,alta
malhechora,high,moral,femenino,singular,alta
malhechors,high,moral,masculino,plural,alta
malhechoras,high,moral,femenino,plural,alta
delincuente,high,moral,neutro,singular,alta
delincuentes,high,moral,masculino,plural,alta
criminal,high,moral,neutro,singular,alta
criminals,high,moral,masculino,plural,alta
asesino,high,moral,neutro,singular,alta
asesina,high,moral,femenino,singular,alta
asesinos,high,moral,masculino,plural,alta
asesinas,high,moral,femenino,plural,alta
homicida,high,moral,neutro,singular,alta
homicidas,high,moral,masculino,plural,alta
sicario,high,moral,neutro,singular,alta
sicaria,high,moral,femenino,singular,alta
sicarios,high,moral,masculino,plural,alta
sicarias,high,moral,femenino,plural,alta
verdugo,high,moral,neutro,singular,alta
verdugos,high,moral,masculino,plural,alta
torturador,high,moral,neutro,singular,alta
torturadora,high,moral,femenino,singular,alta
