adjective,severity,category,gender,number,person_relevance
sainete,high,moral,neutro,singular,alta
sainetes,high,moral,masculino,plural,alta
farsa,high,moral,neutro,singular,alta
farsas,high,moral,masculino,plural,alta
comedia,high,moral,neutro,singular,alta
comedias,high,moral,masculino,plural,alta
simulación,high,moral,neutro,singular,alta
simulacións,high,moral,masculino,plural,alta
ficción,high,moral,neutro,singular,alta
ficcións,high,moral,masculino,plural,alta
mentira,high,moral,neutro,singular,alta
mentiras,high,moral,masculino,plural,alta
timo,high,moral,neutro,singular,alta
timos,high,moral,masculino,plural,alta
estafa,high,moral,neutro,singular,alta
estafas,high,moral,masculino,plural,alta
defraudación,high,moral,neutro,singular,alta
defraudacións,high,moral,masculino,plural,alta
malversación,high,moral,neutro,singular,alta
malversacións,high,moral,masculino,plural,alta
robo,high,moral,neutro,singular,alta
robos,high,moral,masculino,plural,alta
hurto,high,moral,neutro,singular,alta
hurtos,high,moral,masculino,plural,alta
latrocinio,high,moral,neutro,singular,alta
latrocinios,high,moral,masculino,plural,alta
pillaje,high,moral,neutro,singular,alta
pillajes,high,moral,masculino,plural,alta
saqueo,high,moral,neutro,singular,alta
saqueos,high,moral,masculino,plural,alta
expolio,high,moral,neutro,singular,alta
expolios,high,moral,masculino,plural,alta
despojo,high,moral,neutro,singular,alta
despojos,high,moral,masculino,plural,alta
usurpación,high,moral,neutro,singular,alta
usurpacións,high,moral,masculino,plural,alta
apestoso,high,moral,neutro,singular,alta
apestosos,high,moral,masculino,plural,alta
hediondo,high,moral,neutro,singular,alta
hediondos,high,moral,masculino,plural,alta
putrefacto,high,moral,neutro,singular,alta
putrefactos,high,moral,masculino,plural,alta
podrido,high,moral,neutro,singular,alta
podridos,high,moral,masculino,plural,alta
descompuesto,high,moral,neutro,singular,alta
descompuestos,high,moral,masculino,plural,alta
corrompido,high,moral,neutro,singular,alta
corrompidos,high,moral,masculino,plural,alta
pútrido,high,moral,neutro,singular,alta
pútridos,high,moral,masculino,plural,alta
gangrenoso,high,moral,neutro,singular,alta
gangrenosos,high,moral,masculino,plural,alta
pestífero,high,moral,neutro,singular,alta
pestíferos,high,moral,masculino,plural,alta
miasmático,high,moral,neutro,singular,alta
miasmáticos,high,moral,masculino,plural,alta
insalubre,high,moral,neutro,singular,alta
insalubres,high,moral,masculino,plural,alta
antihigiénico,high,moral,neutro,singular,alta
antihigiénicos,high,moral,masculino,plural,alta
contaminado,high,moral,neutro,singular,alta
contaminados,high,moral,masculino,plural,alta
infectado,high,moral,neutro,singular,alta
infectados,high,moral,masculino,plural,alta
enfermizo,high,moral,neutro,singular,alta
enfermizos,high,moral,masculino,plural,alta
llagado,high,moral,neutro,singular,alta
llagada,high,moral,femenino,singular,alta
llagados,high,moral,masculino,plural,alta
llagadas,high,moral,femenino,plural,alta
ulceroso,high,moral,neutro,singular,alta
ulcerosos,high,moral,masculino,plural,alta
canceroso,high,moral,neutro,singular,alta
cancerosos,high,moral,masculino,plural,alta
abscesado,high,moral,neutro,singular,alta
abscesados,high,moral,masculino,plural,alta
supurante,high,moral,neutro,singular,alta
supurantes,high,moral,masculino,plural,alta
purulento,high,moral,neutro,singular,alta
purulentos,high,moral,masculino,plural,alta
hemorrágico,high,moral,neutro,singular,alta
hemorrágicos,high,moral,masculino,plural,alta
inflamado,high,moral,neutro,singular,alta
inflamados,high,moral,masculino,plural,alta
hinchado,high,moral,neutro,singular,alta
hinchada,high,moral,femenino,singular,alta
hinchados,high,moral,masculino,plural,alta
hinchadas,high,moral,femenino,plural,alta
tumefacto,high,moral,neutro,singular,alta
tumefactos,high,moral,masculino,plural,alta
desfigurado,high,moral,neutro,singular,alta
desfigurados,high,moral,masculino,plural,alta
grotesco,high,moral,neutro,singular,alta
grotescos,high,moral,masculino,plural,alta
horripilante,high,moral,neutro,singular,alta
horripilantes,high,moral,masculino,plural,alta
espeluznante,high,moral,neutro,singular,alta
espeluznantes,high,moral,masculino,plural,alta
macabro,high,moral,neutro,singular,alta
macabros,high,moral,masculino,plural,alta
tétrico,high,moral,neutro,singular,alta
tétricos,high,moral,masculino,plural,alta
lúgubre,high,moral,neutro,singular,alta
lúgubres,high,moral,masculino,plural,alta
sombrío,high,moral,neutro,singular,alta
sombríos,high,moral,masculino,plural,alta
oscuro,high,moral,neutro,singular,alta
oscuros,high,moral,masculino,plural,alta
tenebroso,high,moral,neutro,singular,alta
tenebrosos,high,moral,masculino,plural,alta
dantesco,high,moral,neutro,singular,alta
dantescos,high,moral,masculino,plural,alta
apocalíptico,high,moral,neutro,singular,alta
apocalípticos,high,moral,masculino,plural,alta
caótico,high,moral,neutro,singular,alta
caóticos,high,moral,masculino,plural,alta
desordenado,high,moral,neutro,singular,alta
desordenados,high,moral,masculino,plural,alta
desmelenado,high,moral,neutro,singular,alta
desmelenados,high,moral,masculino,plural,alta
despeinado,high,moral,neutro,singular,alta
despeinados,high,moral,masculino,plural,alta
desaliñado,high,moral,neutro,singular,alta
desaliñada,high,moral,femenino,singular,alta
desaliñados,high,moral,masculino,plural,alta
desaliñadas,high,moral,femenino,plural,alta
sucio,high,moral,neutro,singular,alta
sucia,high,moral,femenino,singular,alta
sucios,high,moral,masculino,plural,alta
sucias,high,moral,femenino,plural,alta
puerco,high,moral,neutro,singular,alta
puerca,high,moral,femenino,singular,alta
puercos,high,moral,masculino,plural,alta
puercas,high,moral,femenino,plural,alta
cerdo,high,moral,neutro,singular,alta
cerdos,high,moral,masculino,plural,alta
inmundo,high,moral,neutro,singular,alta
inmunda,high,moral,femenino,singular,alta
inmundos,high,moral,masculino,plural,alta
inmundas,high,moral,femenino,plural,alta
asqueroso,high,moral,neutro,singular,alta
asquerosos,high,moral,masculino,plural,alta
repugnante,high,moral,neutro,singular,alta
repugnantes,high,moral,masculino,plural,alta
feo,high,moral,neutro,singular,baja
fea,high,moral,femenino,singular,baja
feos,high,moral,masculino,plural,baja
feas,high,moral,femenino,plural,baja
horrible,high,moral,neutro,singular,baja
horribles,high,moral,masculino,plural,baja
monstruoso,high,moral,neutro,singular,baja
monstruosa,high,moral,femenino,singular,baja
monstruosos,high,moral,masculino,plural,baja
monstruosas,high,moral,femenino,plural,baja
deforme,high,moral,neutro,singular,baja
deformes,high,moral,masculino,plural,baja
torcido,high,moral,neutro,singular,baja
torcida,high,moral,femenino,singular,baja
torcidos,high,moral,masculino,plural,baja
torcidas,high,moral,femenino,plural,baja
bizco,high,moral,neutro,singular,baja
bizca,high,moral,femenino,singular,baja
bizcos,high,moral,masculino,plural,baja
bizcas,high,moral,femenino,plural,baja
sordo,high,moral,neutro,singular,alta
sorda,high,moral,femenino,singular,alta
sordos,high,moral,masculino,plural,alta
sordas,high,moral,femenino,plural,alta
ciego,high,moral,neutro,singular,alta
ciega,high,moral,femenino,singular,alta
ciegos,high,moral,masculino,plural,alta
ciegas,high,moral,femenino,plural,alta
mudo,high,moral,neutro,singular,alta
muda,high,moral,femenino,singular,alta
mudos,high,moral,masculino,plural,alta
mudas,high,moral,femenino,plural,alta
tullido,high,moral,neutro,singular,alta
tullida,high,moral,femenino,singular,alta
tullidos,high,moral,masculino,plural,alta
tullidas,high,moral,femenino,plural,alta
cojo,high,moral,neutro,singular,alta
coja,high,moral,femenino,singular,alta
cojos,high,moral,masculino,plural,alta
cojas,high,moral,femenino,plural,alta
jorobado,high,moral,neutro,singular,alta
jorobada,high,moral,femenino,singular,alta
jorobados,high,moral,masculino,plural,alta
jorobadas,high,moral,femenino,plural,alta
enano,high,moral,neutro,singular,alta
enana,high,moral,femenino,singular,alta
enanos,high,moral,masculino,plural,alta
enanas,high,moral,femenino,plural,alta
gigante,high,moral,neutro,singular,alta
giganta,high,moral,femenino,singular,alta
gigantes,high,moral,masculino,plural,alta
gigantas,high,moral,femenino,plural,alta
obeso,high,moral,neutro,singular,alta
obesa,high,moral,femenino,singular,alta
obesos,high,moral,masculino,plural,alta
obesas,high,moral,femenino,plural,alta
escuálido,high,moral,neutro,singular,alta
escuálida,high,moral,femenino,singular,alta
escuálidos,high,moral,masculino,plural,alta
escuálidas,high,moral,femenino,plural,alta
desnutrido,high,moral,neutro,singular,alta
desnutrida,high,moral,femenino,singular,alta
desnutridos,high,moral,masculino,plural,alta
desnutridas,high,moral,femenino,plural,alta
famélico,high,moral,neutro,singular,alta
famélica,high,moral,femenino,singular,alta
famélicos,high,moral,masculino,plural,alta
famélicas,high,moral,femenino,plural,alta
cadavérico,high,moral,neutro,singular,alta
cadavéricos,high,moral,masculino,plural,alta
esquelético,high,moral,neutro,singular,alta
esqueléticos,high,moral,masculino,plural,alta
esmirriado,high,moral,neutro,singular,alta
esmirriados,high,moral,masculino,plural,alta
flaco,high,moral,neutro,singular,alta
flacos,high,moral,masculino,plural,alta
magro,high,moral,neutro,singular,alta
magros,high,moral,masculino,plural,alta
seco,high,moral,neutro,singular,alta
secos,high,moral,masculino,plural,alta
arrugado,high,moral,neutro,singular,alta
arrugados,high,moral,masculino,plural,alta
marchito,high,moral,neutro,singular,alta
marchitos,high,moral,masculino,plural,alta
mustio,high,moral,neutro,singular,alta
mustios,high,moral,masculino,plural,alta
decrepito,high,moral,neutro,singular,alta
decrepitos,high,moral,masculino,plural,alta
senil,high,moral,neutro,singular,alta
senils,high,moral,masculino,plural,alta
decrépito,high,moral,neutro,singular,alta
decrépitos,high,moral,masculino,plural,alta
pálido,high,moral,neutro,singular,media
pálida,high,moral,femenino,singular,media
pálidos,high,moral,masculino,plural,media
pálidas,high,moral,femenino,plural,media
amarillento,high,moral,neutro,singular,media
amarillenta,high,moral,femenino,singular,media
amarillentos,high,moral,masculino,plural,media
amarillentas,high,moral,femenino,plural,media
verdoso,high,moral,neutro,singular,alta
verdosa,high,moral,femenino,singular,alta
verdosos,high,moral,masculino,plural,alta
verdosas,high,moral,femenino,plural,alta
morado,high,moral,neutro,singular,alta
morada,high,moral,femenino,singular,alta
morados,high,moral,masculino,plural,alta
moradas,high,moral,femenino,plural,alta
hinchado,high,moral,neutro,singular,alta
hinchada,high,moral,femenino,singular,alta
hinchados,high,moral,masculino,plural,alta
hinchadas,high,moral,femenino,plural,alta
edematoso,high,moral,neutro,singular,alta
edematosa,high,moral,femenino,singular,alta
edematosos,high,moral,masculino,plural,alta
edematosas,high,moral,femenino,plural,alta
lepra,high,moral,neutro,singular,alta
lepras,high,moral,masculino,plural,alta
leprado,high,moral,neutro,singular,alta
leprada,high,moral,femenino,singular,alta
leprados,high,moral,masculino,plural,alta
lepradas,high,moral,femenino,plural,alta
bubónico,high,moral,neutro,singular,alta
bubónica,high,moral,femenino,singular,alta
bubónicos,high,moral,masculino,plural,alta
bubónicas,high,moral,femenino,plural,alta
pestilente,high,moral,neutro,singular,alta
pestilentes,high,moral,masculino,plural,alta
infeccioso,high,moral,neutro,singular,alta
infecciosa,high,moral,femenino,singular,alta
infecciosos,high,moral,masculino,plural,alta
infecciosas,high,moral,femenino,plural,alta
contagioso,high,moral,neutro,singular,alta
contagiosa,high,moral,femenino,singular,alta
contagiosos,high,moral,masculino,plural,alta
contagiosas,high,moral,femenino,plural,alta
llagado,high,moral,neutro,singular,alta
llagada,high,moral,femenino,singular,alta
llagados,high,moral,masculino,plural,alta
llagadas,high,moral,femenino,plural,alta
ulcerado,high,moral,neutro,singular,alta
ulcerada,high,moral,femenino,singular,alta
ulcerados,high,moral,masculino,plural,alta
ulceradas,high,moral,femenino,plural,alta
supurador,high,moral,neutro,singular,alta
supuradora,high,moral,femenino,singular,alta
supuradors,high,moral,masculino,plural,alta
supuradoras,high,moral,femenino,plural,alta
fistuloso,high,moral,neutro,singular,alta
fistulosa,high,moral,femenino,singular,alta
fistulosos,high,moral,masculino,plural,alta
fistulosas,high,moral,femenino,plural,alta
cicatriceal,high,moral,neutro,singular,alta
cicatriceals,high,moral,masculino,plural,alta
queloideo,high,moral,neutro,singular,alta
keloidea,high,moral,femenino,singular,alta
queloideos,high,moral,masculino,plural,alta
keloideas,high,moral,femenino,plural,alta
ictiosaurio,high,moral,neutro,singular,alta
ictiosaurios,high,moral,masculino,plural,alta
bípedo,high,moral,neutro,singular,alta
bípeda,high,moral,femenino,singular,alta
bípedos,high,moral,masculino,plural,alta
bípedas,high,moral,femenino,plural,alta
cuadrúpedo,high,moral,neutro,singular,alta
cuadrúpeda,high,moral,femenino,singular,alta
cuadrúpedos,high,moral,masculino,plural,alta
cuadrúpedas,high,moral,femenino,plural,alta
reptiliano,high,moral,neutro,singular,alta
reptiliana,high,moral,femenino,singular,alta
reptilianos,high,moral,masculino,plural,alta
reptilianas,high,moral,femenino,plural,alta
ofídico,high,moral,neutro,singular,alta
ofídica,high,moral,femenino,singular,alta
ofídicos,high,moral,masculino,plural,alta
ofídicas,high,moral,femenino,plural,alta
aracnídeo,high,moral,neutro,singular,alta
aracnídea,high,moral,femenino,singular,alta
aracnídeos,high,moral,masculino,plural,alta
aracnídeas,high,moral,femenino,plural,alta
simiesco,high,moral,neutro,singular,alta
simiesca,high,moral,femenino,singular,alta
simiescos,high,moral,masculino,plural,alta
simiescas,high,moral,femenino,plural,alta
simiano,high,moral,neutro,singular,alta
simiana,high,moral,femenino,singular,alta
simianos,high,moral,masculino,plural,alta
simianas,high,moral,femenino,plural,alta
primatesco,high,moral,neutro,singular,alta
primatesca,high,moral,femenino,singular,alta
primatescos,high,moral,masculino,plural,alta
primatescas,high,moral,femenino,plural,alta
antropomorfo,high,moral,neutro,singular,alta
antropomorfa,high,moral,femenino,singular,alta
antropomorfos,high,moral,masculino,plural,alta
antropomorfas,high,moral,femenino,plural,alta
zoomofo,high,moral,neutro,singular,alta
zoomorfa,high,moral,femenino,singular,alta
zoomofos,high,moral,masculino,plural,alta
zoomorfas,high,moral,femenino,plural,alta
bestial,high,moral,neutro,singular,alta
bestials,high,moral,masculino,plural,alta
animal,high,moral,neutro,singular,alta
animals,high,moral,masculino,plural,alta
irracional,high,moral,neutro,singular,alta
irracionals,high,moral,masculino,plural,alta
salvaje,high,moral,neutro,singular,alta
salvajes,high,moral,masculino,plural,alta
primitivo,high,moral,neutro,singular,alta
primitiva,high,moral,femenino,singular,alta
primitivos,high,moral,masculino,plural,alta
primitivas,high,moral,femenino,plural,alta
arcaico,high,moral,neutro,singular,alta
arcaica,high,moral,femenino,singular,alta
arcaicos,high,moral,masculino,plural,alta
arcaicas,high,moral,femenino,plural,alta
ancestral,high,moral,neutro,singular,alta
ancestrals,high,moral,masculino,plural,alta
atávico,high,moral,neutro,singular,alta
atávica,high,moral,femenino,singular,alta
atávicos,high,moral,masculino,plural,alta
atávicas,high,moral,femenino,plural,alta
primigenio,high,moral,neutro,singular,alta
primigenia,high,moral,femenino,singular,alta
primigenios,high,moral,masculino,plural,alta
primigenias,high,moral,femenino,plural,alta
primordial,high,moral,neutro,singular,alta
primordials,high,moral,masculino,plural,alta
embrionario,high,moral,neutro,singular,alta
embrionaria,high,moral,femenino,singular,alta
embrionarios,high,moral,masculino,plural,alta
embrionarias,high,moral,femenino,plural,alta
fetal,high,moral,neutro,singular,alta
fetals,high,moral,masculino,plural,alta
larvario,high,moral,neutro,singular,alta
larvaria,high,moral,femenino,singular,alta
larvarios,high,moral,masculino,plural,alta
larvarias,high,moral,femenino,plural,alta
larval,high,moral,neutro,singular,alta
larvals,high,moral,masculino,plural,alta
ninfal,high,moral,neutro,singular,alta
ninfals,high,moral,masculino,plural,alta
pupal,high,moral,neutro,singular,alta
pupals,high,moral,masculino,plural,alta
larva,high,moral,neutro,singular,alta
larvas,high,moral,masculino,plural,alta
ninfa,high,moral,neutro,singular,alta
ninfas,high,moral,masculino,plural,alta
pupa,high,moral,neutro,singular,alta
pupas,high,moral,masculino,plural,alta
inculto,high,moral,neutro,singular,alta
inculta,high,moral,femenino,singular,alta
incultos,high,moral,masculino,plural,alta
incultas,high,moral,femenino,plural,alta
iletrado,high,moral,neutro,singular,alta
iletrada,high,moral,femenino,singular,alta
iletrados,high,moral,masculino,plural,alta
iletradas,high,moral,femenino,plural,alta
indocto,high,moral,neutro,singular,alta
indoctos,high,moral,masculino,plural,alta
sin instrucción,high,moral,neutro,singular,alta
sin instruccións,high,moral,masculino,plural,alta
cerrado,high,moral,neutro,singular,alta
cerrados,high,moral,masculino,plural,alta
de mollera blanda,high,moral,neutro,singular,alta
de mollera blandas,high,moral,masculino,plural,alta
de alcornoque,high,moral,neutro,singular,alta
de alcornoques,high,moral,masculino,plural,alta
de cortos alcances,high,moral,neutro,singular,alta
de cortos alcancess,high,moral,masculino,plural,alta
limitado,high,moral,neutro,singular,alta
limitados,high,moral,masculino,plural,alta
restringido,high,moral,neutro,singular,alta
restringidos,high,moral,masculino,plural,alta
circunscrito,high,moral,neutro,singular,alta
circunscritos,high,moral,masculino,plural,alta
acotado,high,moral,neutro,singular,alta
acotados,high,moral,masculino,plural,alta
estrecho de miras,high,moral,neutro,singular,alta
estrecho de mirass,high,moral,masculino,plural,alta
de visión corta,high,moral,neutro,singular,alta
de visión cortas,high,moral,masculino,plural,alta
miope,high,moral,neutro,singular,alta
miopes,high,moral,masculino,plural,alta
ciego,high,moral,neutro,singular,alta
ciega,high,moral,femenino,singular,alta
ciegos,high,moral,masculino,plural,alta
ciegas,high,moral,femenino,plural,alta
sordo,high,moral,neutro,singular,alta
sorda,high,moral,femenino,singular,alta
sordos,high,moral,masculino,plural,alta
sordas,high,moral,femenino,plural,alta
imperceptivo,high,moral,neutro,singular,alta
imperceptivos,high,moral,masculino,plural,alta
desatento,high,moral,neutro,singular,alta
desatentos,high,moral,masculino,plural,alta
distraído,high,moral,neutro,singular,alta
distraídos,high,moral,masculino,plural,alta
despreocupado,high,moral,neutro,singular,alta
despreocupados,high,moral,masculino,plural,alta
remiso,high,moral,neutro,singular,alta
remisos,high,moral,masculino,plural,alta
perezoso,high,moral,neutro,singular,alta
perezosos,high,moral,masculino,plural,alta
holgazán,high,moral,neutro,singular,alta
holgazáns,high,moral,masculino,plural,alta
ocioso,high,moral,neutro,singular,alta
ociosos,high,moral,masculino,plural,alta
haragán,high,moral,neutro,singular,alta
haragáns,high,moral,masculino,plural,alta
vago,high,moral,neutro,singular,alta
vagos,high,moral,masculino,plural,alta
gandul,high,moral,neutro,singular,alta
ganduls,high,moral,masculino,plural,alta
tarambana,high,moral,neutro,singular,alta
tarambanas,high,moral,masculino,plural,alta
descerebrado,high,moral,neutro,singular,alta
descerebrados,high,moral,masculino,plural,alta
sin sesos,high,moral,neutro,singular,alta
sin sesoss,high,moral,masculino,plural,alta
destornillado,high,moral,neutro,singular,alta
destornillados,high,moral,masculino,plural,alta
destartalado,high,moral,neutro,singular,alta
destartalados,high,moral,masculino,plural,alta
desgarrado,high,moral,neutro,singular,alta
desgarrados,high,moral,masculino,plural,alta
incapaz,high,moral,neutro,singular,alta
incapazs,high,moral,masculino,plural,alta
inepto,high,moral,neutro,singular,alta
ineptos,high,moral,masculino,plural,alta
incompetente,high,moral,neutro,singular,alta
incompetentes,high,moral,masculino,plural,alta
ineficaz,high,moral,neutro,singular,alta
ineficazs,high,moral,masculino,plural,alta
ineficiente,high,moral,neutro,singular,alta
ineficientes,high,moral,masculino,plural,alta
infructuoso,high,moral,neutro,singular,alta
infructuosos,high,moral,masculino,plural,alta
estéril,high,moral,neutro,singular,alta
estérils,high,moral,masculino,plural,alta
improductivo,high,moral,neutro,singular,alta
improductivos,high,moral,masculino,plural,alta
yermo,high,moral,neutro,singular,alta
yermos,high,moral,masculino,plural,alta
baldío,high,moral,neutro,singular,alta
baldíos,high,moral,masculino,plural,alta
árido,high,moral,neutro,singular,alta
áridos,high,moral,masculino,plural,alta
desértico,high,moral,neutro,singular,alta
desérticos,high,moral,masculino,plural,alta
páramo,high,moral,neutro,singular,alta
páramos,high,moral,masculino,plural,alta
desolado,high,moral,neutro,singular,alta
desolados,high,moral,masculino,plural,alta
estéril,high,moral,neutro,singular,alta
estérils,high,moral,masculino,plural,alta
infecundo,high,moral,neutro,singular,alta
infecundos,high,moral,masculino,plural,alta
infructífero,high,moral,neutro,singular,alta
infructíferos,high,moral,masculino,plural,alta
improductivo,high,moral,neutro,singular,alta
improductivos,high,moral,masculino,plural,alta
inocuo,high,moral,neutro,singular,alta
inocuos,high,moral,masculino,plural,alta
inútil,high,moral,neutro,singular,alta
inútils,high,moral,masculino,plural,alta
vano,high,moral,neutro,singular,alta
vanos,high,moral,masculino,plural,alta
fútil,high,moral,neutro,singular,alta
fútils,high,moral,masculino,plural,alta
trivial,high,moral,neutro,singular,alta
trivials,high,moral,masculino,plural,alta
baladí,high,moral,neutro,singular,alta
baladís,high,moral,masculino,plural,alta
insignificante,high,moral,neutro,singular,alta
insignificantes,high,moral,masculino,plural,alta
nimio,high,moral,neutro,singular,alta
nimios,high,moral,masculino,plural,alta
mínimo,high,moral,neutro,singular,alta
mínimos,high,moral,masculino,plural,alta
ínfimo,high,moral,neutro,singular,alta
ínfimos,high,moral,masculino,plural,alta
exiguo,high,moral,neutro,singular,alta
exiguos,high,moral,masculino,plural,alta
raquítico,high,moral,neutro,singular,alta
raquítica,high,moral,femenino,singular,alta
raquíticos,high,moral,masculino,plural,alta
raquíticas,high,moral,femenino,plural,alta
empequeñecido,high,moral,neutro,singular,alta
empequeñecidos,high,moral,masculino,plural,alta
reducido,high,moral,neutro,singular,alta
reducidos,high,moral,masculino,plural,alta
acotado,high,moral,neutro,singular,alta
acotados,high,moral,masculino,plural,alta
limitado,high,moral,neutro,singular,alta
limitados,high,moral,masculino,plural,alta
restringido,high,moral,neutro,singular,alta
restringidos,high,moral,masculino,plural,alta
constreñido,high,moral,neutro,singular,alta
constreñidos,high,moral,masculino,plural,alta
inhibido,high,moral,neutro,singular,alta
inhibidos,high,moral,masculino,plural,alta
cohibido,high,moral,neutro,singular,alta
cohibidos,high,moral,masculino,plural,alta
bloqueado,high,moral,neutro,singular,alta
bloqueados,high,moral,masculino,plural,alta
atrapado,high,moral,neutro,singular,alta
atrapados,high,moral,masculino,plural,alta
atascado,high,moral,neutro,singular,alta
atascados,high,moral,masculino,plural,alta
pegado,high,moral,neutro,singular,alta
pegados,high,moral,masculino,plural,alta
enganchado,high,moral,neutro,singular,alta
enganchados,high,moral,masculino,plural,alta
encallado,high,moral,neutro,singular,alta
encallados,high,moral,masculino,plural,alta
embarrancado,high,moral,neutro,singular,alta
embarrancados,high,moral,masculino,plural,alta
naufragado,high,moral,neutro,singular,alta
naufragados,high,moral,masculino,plural,alta
hundido,high,moral,neutro,singular,alta
hundidos,high,moral,masculino,plural,alta
sumergido,high,moral,neutro,singular,alta
sumergidos,high,moral,masculino,plural,alta
ahogado,high,moral,neutro,singular,alta
ahogados,high,moral,masculino,plural,alta
sofocado,high,moral,neutro,singular,alta
sofocados,high,moral,masculino,plural,alta
asfixiado,high,moral,neutro,singular,alta
asfixiados,high,moral,masculino,plural,alta
agonizante,high,moral,neutro,singular,alta
agonizantes,high,moral,masculino,plural,alta
moribundo,high,moral,neutro,singular,alta
moribundos,high,moral,masculino,plural,alta
cadavérico,high,moral,neutro,singular,alta
cadavéricos,high,moral,masculino,plural,alta
exánime,high,moral,neutro,singular,alta
exánimes,high,moral,masculino,plural,alta
inanimado,high,moral,neutro,singular,alta
inanimados,high,moral,masculino,plural,alta
muerto,high,moral,neutro,singular,alta
muertos,high,moral,masculino,plural,alta
difunto,high,moral,neutro,singular,alta
difuntos,high,moral,masculino,plural,alta
occiso,high,moral,neutro,singular,alta
occisos,high,moral,masculino,plural,alta
finado,high,moral,neutro,singular,alta
finados,high,moral,masculino,plural,alta
desaparecido,high,moral,neutro,singular,alta
desaparecidos,high,moral,masculino,plural,alta
evanescente,high,moral,neutro,singular,alta
evanescentes,high,moral,masculino,plural,alta
fugitivo,high,moral,neutro,singular,alta
fugitivos,high,moral,masculino,plural,alta
efímero,high,moral,neutro,singular,alta
efímeros,high,moral,masculino,plural,alta
perecedero,high,moral,neutro,singular,alta
perecederos,high,moral,masculino,plural,alta
mortal,high,moral,neutro,singular,alta
mortals,high,moral,masculino,plural,alta
transitorio,high,moral,neutro,singular,alta
transitorios,high,moral,masculino,plural,alta
temporal,high,moral,neutro,singular,alta
temporals,high,moral,masculino,plural,alta
pasajero,high,moral,neutro,singular,alta
pasajeros,high,moral,masculino,plural,alta
provisional,high,moral,neutro,singular,alta
provisionals,high,moral,masculino,plural,alta
precario,high,moral,neutro,singular,alta
precarios,high,moral,masculino,plural,alta
inestable,high,moral,neutro,singular,alta
inestables,high,moral,masculino,plural,alta
tambaleante,high,moral,neutro,singular,alta
tambaleantes,high,moral,masculino,plural,alta
vacilante,high,moral,neutro,singular,alta
vacilantes,high,moral,masculino,plural,alta
dudoso,high,moral,neutro,singular,alta
dudosa,high,moral,femenino,singular,alta
dudosos,high,moral,masculino,plural,alta
dudosas,high,moral,femenino,plural,alta
incierto,high,moral,neutro,singular,alta
inciertos,high,moral,masculino,plural,alta
ambiguo,high,moral,neutro,singular,alta
ambiguos,high,moral,masculino,plural,alta
equívoco,high,moral,neutro,singular,alta
equívocos,high,moral,masculino,plural,alta
anfibológico,high,moral,neutro,singular,alta
anfibológicos,high,moral,masculino,plural,alta
oscuro,high,moral,neutro,singular,alta
oscuros,high,moral,masculino,plural,alta
turbio,high,moral,neutro,singular,alta
turbios,high,moral,masculino,plural,alta
confuso,high,moral,neutro,singular,alta
confusos,high,moral,masculino,plural,alta
revuelto,high,moral,neutro,singular,alta
revueltos,high,moral,masculino,plural,alta
enmarañado,high,moral,neutro,singular,alta
enmarañados,high,moral,masculino,plural,alta
irascible,high,moral,neutro,singular,alta
irascibles,high,moral,masculino,plural,alta
furioso,high,moral,neutro,singular,alta
furiosa,high,moral,femenino,singular,alta
furiosos,high,moral,masculino,plural,alta
furiosas,high,moral,femenino,plural,alta
rabioso,high,moral,neutro,singular,alta
rabiosa,high,moral,femenino,singular,alta
rabiosos,high,moral,masculino,plural,alta
rabiosas,high,moral,femenino,plural,alta
furibundo,high,moral,neutro,singular,alta
furibunda,high,moral,femenino,singular,alta
furibundos,high,moral,masculino,plural,alta
furibundas,high,moral,femenino,plural,alta
exaltado,high,moral,neutro,singular,alta
exaltada,high,moral,femenino,singular,alta
exaltados,high,moral,masculino,plural,alta
exaltadas,high,moral,femenino,plural,alta
impetuoso,high,moral,neutro,singular,alta
impetuosa,high,moral,femenino,singular,alta
impetuosos,high,moral,masculino,plural,alta
impetuosas,high,moral,femenino,plural,alta
fiero,high,moral,neutro,singular,alta
fiera,high,moral,femenino,singular,alta
fieros,high,moral,masculino,plural,alta
fieras,high,moral,femenino,plural,alta
implacable,high,moral,neutro,singular,alta
implacables,high,moral,masculino,plural,alta
inexorable,high,moral,neutro,singular,alta
inexorables,high,moral,masculino,plural,alta
inclemente,high,moral,neutro,singular,alta
inclementes,high,moral,masculino,plural,alta
severo,high,moral,neutro,singular,alta
severa,high,moral,femenino,singular,alta
severos,high,moral,masculino,plural,alta
severas,high,moral,femenino,plural,alta
riguroso,high,moral,neutro,singular,alta
rigurosa,high,moral,femenino,singular,alta
rigurosos,high,moral,masculino,plural,alta
rigurosas,high,moral,femenino,plural,alta
duro,high,moral,neutro,singular,alta
dura,high,moral,femenino,singular,alta
duros,high,moral,masculino,plural,alta
duras,high,moral,femenino,plural,alta
hostil,high,moral,neutro,singular,alta
hostils,high,moral,masculino,plural,alta
belicoso,high,moral,neutro,singular,alta
belicosa,high,moral,femenino,singular,alta
belicosos,high,moral,masculino,plural,alta
belicosas,high,moral,femenino,plural,alta
combativo,high,moral,neutro,singular,alta
combativa,high,moral,femenino,singular,alta
combativos,high,moral,masculino,plural,alta
combativas,high,moral,femenino,plural,alta
contencioso,high,moral,neutro,singular,alta
contenciosa,high,moral,femenino,singular,alta
contenciosos,high,moral,masculino,plural,alta
